Time Elapsed (ms), Accel X (m/s^2), Accel Y (m/s^2), Accel Z (m/s^2), Mag X (uT), Mag Y (uT), Mag Z (uT), Gyro X (rad/s), Gyro Y (rad/s), Gyro Z (rad/s)
3289,0.54,7.48,7.65,-25.37,-7.40,-27.01,-0.58,1.50,-0.10

3296,0.47,7.38,8.18,-24.47,-7.54,-27.68,-0.48,1.38,-0.16

3306,0.21,7.09,8.31,-24.00,-8.18,-27.65,-0.35,0.90,-0.23

3313,0.09,6.93,8.13,-23.91,-8.39,-28.79,-0.26,0.63,-0.25

3320,-0.06,6.83,7.90,-23.62,-7.86,-28.41,-0.17,0.34,-0.26

3328,-0.15,6.85,7.83,-23.62,-8.62,-27.95,-0.06,0.13,-0.24

3335,-0.08,6.91,7.58,-23.65,-8.24,-27.97,0.01,-0.12,-0.21

3353,0.13,7.03,6.56,-24.44,-8.89,-27.89,0.15,-0.54,-0.13

3365,0.38,7.05,5.98,-23.85,-8.65,-27.86,0.15,-0.55,-0.13

3373,0.47,7.19,5.81,-24.12,-8.16,-27.80,0.14,-0.46,-0.16

3383,0.61,7.57,5.65,-24.55,-8.74,-27.62,0.11,-0.26,-0.18

3390,0.66,7.65,5.76,-24.76,-8.94,-28.03,0.10,-0.11,-0.20

3397,0.64,7.70,5.89,-24.47,-8.62,-27.89,0.07,0.03,-0.21

3403,0.60,7.78,6.29,-23.68,-8.92,-28.09,0.03,0.23,-0.24

3410,0.54,8.02,6.65,-23.68,-8.51,-28.65,-0.05,0.26,-0.26

3418,0.22,8.34,6.85,-23.82,-9.03,-28.59,-0.12,0.27,-0.27

3425,0.27,8.70,7.13,-23.21,-9.35,-28.59,-0.17,0.24,-0.24

3432,0.39,8.73,7.51,-23.62,-9.30,-28.59,-0.21,0.20,-0.19

3439,0.52,8.79,7.55,-23.65,-9.44,-28.59,-0.22,0.14,-0.15

3449,0.41,8.62,7.55,-23.21,-9.35,-29.06,-0.13,0.13,-0.12

3457,0.43,8.78,7.65,-22.83,-9.65,-28.82,-0.08,0.08,-0.11

3464,0.28,8.61,7.85,-22.65,-9.65,-28.79,-0.03,-0.00,-0.11

3482,0.45,8.87,7.44,-22.62,-10.32,-28.94,0.11,-0.21,-0.10

3494,0.80,9.32,7.24,-22.16,-10.11,-29.93,0.17,-0.25,-0.12

3502,0.78,9.31,7.15,-22.24,-11.02,-29.90,0.25,-0.21,-0.15

3509,0.93,9.29,6.96,-22.39,-11.37,-29.87,0.32,-0.14,-0.20

3516,0.79,9.16,7.09,-22.01,-11.14,-30.08,0.40,-0.05,-0.23

3523,0.63,8.60,7.00,-22.10,-11.40,-29.76,0.45,-0.02,-0.28

3533,0.52,8.28,7.29,-21.75,-11.34,-30.25,0.59,0.04,-0.29

3541,0.46,7.91,7.21,-21.66,-11.20,-30.75,0.65,0.02,-0.27

3547,0.37,7.46,7.21,-21.51,-11.11,-30.72,0.72,-0.04,-0.24

3554,0.25,6.88,6.93,-21.08,-11.17,-30.72,0.75,-0.08,-0.20

3561,0.30,6.52,6.77,-21.02,-11.31,-31.28,0.73,-0.08,-0.14

3568,0.25,5.96,6.70,-20.49,-10.96,-31.51,0.71,-0.04,-0.07

3575,0.42,5.73,6.76,-20.52,-11.46,-31.98,0.69,0.02,-0.03

3583,0.68,5.71,6.69,-20.37,-11.58,-31.69,0.66,0.04,-0.02

3593,0.68,6.22,6.39,-20.26,-11.63,-31.60,0.69,0.02,-0.11

3611,0.78,7.12,5.23,-19.47,-11.08,-31.66,0.56,-0.03,-0.24

3623,1.17,7.55,4.76,-19.38,-11.17,-31.80,0.42,0.27,-0.23

3631,1.30,7.14,4.95,-19.18,-11.37,-31.86,0.31,0.48,-0.20

3638,1.22,6.58,5.06,-18.88,-11.49,-32.59,0.26,0.73,-0.13

3645,1.31,6.04,5.61,-18.56,-11.40,-32.24,0.26,0.91,-0.10

3652,1.16,5.54,6.35,-18.18,-11.43,-32.13,0.30,0.99,-0.10

3658,1.23,5.10,6.60,-17.68,-11.46,-32.74,0.32,0.91,-0.10

3665,1.29,4.46,6.73,-17.28,-11.22,-33.15,0.34,0.78,-0.07

3676,1.51,4.11,7.00,-17.22,-11.46,-33.50,0.57,0.60,0.00

3683,1.39,3.09,6.78,-16.78,-11.25,-33.24,0.74,0.35,0.05

3690,1.31,2.49,6.13,-16.34,-11.28,-33.06,0.99,0.09,0.09

3697,0.78,0.57,5.81,-15.87,-11.08,-34.00,1.35,-0.16,0.04

3704,0.14,-1.09,4.41,-16.02,-11.14,-34.29,1.74,-0.64,-0.08

3711,0.06,-2.73,1.70,-16.16,-10.70,-33.65,2.08,-1.20,-0.12

3718,-2.25,-6.53,-1.95,-16.31,-9.06,-34.41,2.62,-1.90,0.14

3736,-5.40,-15.56,-7.35,-18.80,-7.60,-34.26,2.31,-3.70,2.41

3753,-4.27,-11.29,-6.07,-23.03,-5.29,-32.83,-1.34,-3.90,4.18

3760,-0.52,-5.97,-2.48,-24.32,-4.94,-31.92,-3.03,-2.63,3.48

3767,1.12,0.90,0.46,-25.20,-4.74,-31.45,-3.95,-0.67,2.12

3773,0.66,7.95,3.97,-26.22,-5.41,-31.07,-5.21,0.83,0.64

3780,5.99,16.13,7.79,-25.90,-5.96,-29.58,-6.39,2.13,-1.63

3787,7.94,24.79,15.68,-25.81,-7.54,-29.32,-5.88,2.44,-3.24

3794,9.00,31.33,17.43,-25.43,-8.10,-27.89,-5.32,2.15,-4.54

3802,4.69,34.36,19.83,-24.26,-10.96,-26.95,-4.82,1.32,-4.61

3809,0.34,34.35,15.71,-23.71,-12.13,-26.48,-3.62,0.66,-3.68

3820,-2.61,29.89,13.10,-23.15,-12.51,-26.19,-0.70,0.91,-1.23

3827,-2.28,21.33,13.25,-22.80,-12.39,-27.74,1.00,1.22,0.28

3834,-0.60,15.21,13.82,-22.48,-11.60,-27.19,2.07,0.97,0.91

3841,1.30,10.08,11.48,-22.22,-11.08,-27.89,2.43,0.24,0.98

3848,1.46,7.14,9.85,-22.42,-10.46,-28.82,2.75,-0.11,0.72

3866,0.92,4.17,5.02,-22.36,-9.50,-28.94,2.52,-0.46,-0.38

3878,-0.07,4.25,4.27,-22.80,-8.16,-28.71,1.40,-0.70,-0.86

3886,-0.19,6.01,3.06,-22.62,-8.33,-29.11,0.59,-0.81,-0.90

3896,-1.50,7.98,2.82,-22.95,-8.48,-29.17,-0.16,-0.62,-0.59

3903,-1.10,8.64,3.80,-23.21,-8.83,-29.23,-0.34,-0.19,-0.30

3910,-0.63,8.82,4.49,-22.65,-8.89,-29.06,-0.53,0.04,0.05

3917,-0.64,8.51,5.15,-22.71,-8.83,-29.64,-0.66,0.20,0.32

3925,-0.19,7.85,6.17,-22.54,-8.89,-29.17,-0.66,0.28,0.52

3932,0.25,6.91,7.06,-22.48,-8.94,-29.52,-0.62,0.29,0.61

3938,0.34,6.22,7.51,-22.45,-9.18,-28.21,-0.59,0.22,0.64

3945,0.24,5.79,7.66,-22.89,-9.06,-29.49,-0.53,0.14,0.62

3952,0.01,5.49,7.64,-22.89,-9.03,-29.87,-0.40,0.11,0.59

3963,-0.11,5.36,8.61,-22.92,-9.47,-29.90,-0.15,-0.13,0.54

3971,-0.09,5.40,8.68,-22.95,-9.53,-29.26,-0.04,-0.39,0.51

3978,-0.21,5.56,8.41,-22.83,-9.03,-29.26,0.02,-0.70,0.48

3996,0.50,6.66,7.82,-24.12,-9.27,-29.00,0.14,-1.21,0.38

4009,0.73,7.28,6.66,-24.32,-8.97,-28.62,0.12,-1.33,0.28

4016,0.67,7.67,6.30,-24.41,-9.32,-28.53,0.10,-1.28,0.21

4022,0.88,8.05,5.97,-24.96,-9.68,-28.30,0.02,-1.22,0.13

4029,0.80,8.53,5.47,-25.40,-9.27,-27.92,-0.01,-1.11,0.06

4036,0.56,8.64,5.09,-25.43,-9.30,-27.65,-0.06,-0.98,0.03

4046,0.28,8.63,5.04,-25.46,-9.27,-27.04,-0.15,-0.76,-0.01

4054,0.11,8.71,5.13,-26.02,-9.15,-27.27,-0.26,-0.55,-0.03

4061,1.81,8.72,5.14,-25.90,-9.85,-26.34,-0.34,-0.36,-0.02

4068,0.06,8.76,5.54,-26.02,-9.62,-26.66,-0.38,-0.11,-0.01

4075,0.04,8.51,6.12,-25.58,-9.85,-26.89,-0.36,0.03,-0.02

4081,0.04,8.52,6.80,-25.72,-10.35,-27.24,-0.34,0.12,-0.07

4088,0.14,8.71,7.40,-25.61,-10.41,-27.59,-0.29,0.14,-0.14

4096,0.09,8.94,7.99,-25.23,-10.52,-28.15,-0.20,0.08,-0.19

4107,0.19,9.39,8.02,-25.40,-10.58,-28.09,-0.03,-0.10,-0.29

4125,0.08,9.21,7.37,-25.64,-10.84,-28.03,0.15,-0.43,-0.31

4138,-0.49,8.89,6.98,-25.17,-11.20,-27.83,0.23,-0.38,-0.23

4145,-0.22,9.01,6.69,-25.11,-11.14,-28.24,0.28,-0.28,-0.19

4152,-0.49,8.76,6.73,-25.46,-11.17,-28.73,0.33,-0.15,-0.14

4158,-0.63,8.49,6.87,-25.31,-11.14,-28.94,0.35,-0.07,-0.12

4165,-0.55,8.39,6.70,-25.05,-11.84,-28.97,0.39,0.03,-0.08

4172,-0.47,8.24,7.12,-24.90,-11.46,-28.44,0.53,0.25,-0.04

4180,-0.27,8.03,7.82,-24.64,-11.37,-29.14,0.58,0.31,-0.02

4190,-0.24,7.73,7.77,-24.09,-11.43,-29.09,0.60,0.28,-0.03

4197,0.01,7.85,7.71,-23.97,-11.69,-29.87,0.67,0.31,-0.07

4204,0.35,7.95,7.95,-23.68,-11.84,-29.93,0.76,0.31,-0.16

4211,0.32,8.05,7.88,-23.30,-11.93,-29.49,0.79,0.26,-0.24

4217,0.41,8.04,7.75,-23.18,-12.51,-30.14,0.86,0.18,-0.34

4225,0.10,7.93,7.70,-22.89,-11.90,-30.52,0.96,0.12,-0.40

4232,-0.11,7.73,7.58,-22.62,-12.34,-30.75,1.19,0.06,-0.41

4250,-0.87,6.20,7.59,-21.98,-11.52,-31.19,1.74,-0.13,-0.08

4266,-1.33,5.13,6.62,-21.86,-11.05,-30.63,1.63,-0.38,0.25

4273,-1.18,4.99,6.17,-21.98,-10.20,-30.37,1.48,-0.42,0.36

4280,-0.82,4.84,5.68,-21.78,-10.03,-31.19,1.33,-0.37,0.41

4287,-0.40,5.00,5.21,-21.78,-9.88,-32.30,1.22,-0.16,0.40

4294,-0.21,5.28,5.01,-21.63,-9.35,-31.63,1.07,0.14,0.32

4300,0.03,5.35,5.71,-21.40,-9.06,-32.30,0.94,0.40,0.22

4308,0.09,5.72,5.85,-21.57,-8.36,-32.18,0.80,0.63,0.09

4315,0.31,5.68,6.27,-21.31,-8.80,-32.42,0.78,0.71,0.00

4322,0.56,5.28,6.47,-20.96,-8.74,-32.53,0.81,0.72,-0.05

4333,0.45,4.07,6.82,-20.46,-8.97,-32.33,1.07,0.61,-0.10

4339,0.54,3.50,6.25,-20.02,-7.78,-32.53,1.24,0.41,-0.07

4346,0.70,2.51,5.76,-20.08,-7.40,-33.03,1.40,0.03,-0.01

4354,0.83,2.00,4.95,-19.79,-7.60,-33.82,1.51,-0.36,0.09

4361,0.90,1.03,3.40,-19.85,-7.10,-33.62,1.70,-0.83,0.28

4379,0.41,-3.60,-1.30,-21.37,-5.06,-33.03,1.70,-1.82,1.13

4391,0.29,-5.88,-5.50,-22.95,-4.36,-32.97,1.25,-2.30,2.00

4399,-0.19,-8.58,-7.07,-23.15,-3.62,-32.91,0.69,-2.42,2.64

4406,-1.84,-11.81,-8.68,-24.52,-3.13,-32.86,0.07,-2.33,3.03

4416,-1.74,-11.91,-6.88,-26.02,-2.81,-32.39,-0.73,-1.70,2.93

4423,-1.78,-9.81,-4.62,-26.28,-1.93,-31.31,-1.78,-1.16,2.34

4430,-1.83,-7.25,-1.59,-26.86,-2.16,-31.80,-3.03,-0.45,1.06

4438,1.61,1.73,2.18,-27.45,-2.69,-31.07,-4.19,0.12,-0.27

4444,-0.51,4.35,6.00,-27.92,-3.74,-29.93,-5.76,0.68,-1.63

4451,0.14,11.62,8.74,-27.51,-5.12,-29.58,-6.15,0.87,-2.99

4458,2.35,18.07,10.06,-27.33,-6.31,-29.03,-5.87,1.71,-3.97

4465,1.85,24.72,12.71,-26.63,-8.13,-28.18,-5.60,2.19,-4.34

4476,0.33,29.54,16.45,-25.23,-10.35,-27.39,-4.39,1.76,-3.45

4484,-0.89,29.88,16.56,-24.38,-10.79,-27.21,-3.11,1.40,-2.42

4491,-1.03,28.13,16.29,-23.97,-11.78,-26.81,-1.85,1.12,-0.96

4509,0.32,14.23,15.61,-24.38,-11.17,-27.04,0.94,0.28,1.10

4522,1.90,9.53,11.05,-24.85,-9.85,-27.42,1.17,-1.07,0.66

4529,1.52,8.31,9.78,-25.26,-9.70,-26.54,1.19,-1.63,0.16

4536,1.10,8.04,7.80,-25.81,-9.38,-26.45,1.23,-1.75,-0.29

4542,0.63,8.10,6.08,-25.84,-9.50,-26.28,1.16,-1.68,-0.65

4549,0.11,8.40,5.06,-26.10,-9.00,-26.48,0.94,-1.53,-0.84

4559,-0.50,8.99,3.16,-26.95,-9.35,-26.19,0.56,-1.03,-0.85

4567,-0.84,9.15,2.21,-26.83,-9.32,-26.02,0.31,-0.56,-0.70

4574,-1.26,8.92,2.46,-26.72,-9.03,-26.78,0.11,0.01,-0.45

4581,-1.23,8.35,2.81,-26.75,-9.27,-26.69,-0.20,0.33,-0.24

4588,-1.10,7.82,3.17,-26.69,-9.59,-26.83,-0.44,0.59,-0.06

4595,-0.95,7.45,3.79,-26.43,-10.23,-26.89,-0.65,0.77,0.05

4602,-0.78,7.04,5.17,-26.25,-10.44,-26.31,-0.78,0.84,0.15

4609,-0.55,6.83,6.37,-26.05,-10.14,-26.95,-0.91,0.79,0.20

4620,-0.55,6.93,8.10,-26.02,-10.06,-26.83,-0.88,0.57,0.27

4638,-0.06,6.94,8.52,-25.61,-10.70,-26.72,-0.29,-0.13,0.33

4651,0.40,6.57,7.75,-25.69,-10.55,-26.54,0.09,-0.55,0.22

4658,0.40,6.65,7.20,-25.75,-10.73,-26.13,0.16,-0.67,0.10

4665,0.32,7.06,6.37,-26.16,-10.73,-26.78,0.17,-0.70,-0.02

4672,0.24,7.20,5.73,-26.13,-11.05,-26.66,0.19,-0.60,-0.11

4679,0.03,7.59,5.38,-26.81,-10.79,-26.45,0.19,-0.43,-0.18

4686,0.01,7.75,5.27,-26.28,-10.84,-26.37,0.16,-0.27,-0.19

4693,-0.27,7.89,5.28,-26.72,-10.73,-26.34,0.02,-0.17,-0.17

4703,-0.47,8.02,5.25,-26.16,-10.76,-26.34,-0.11,-0.17,-0.12

4710,-0.63,8.00,5.16,-26.51,-10.96,-26.31,-0.23,-0.16,-0.06

4717,-0.48,7.90,5.16,-26.07,-11.28,-26.63,-0.31,-0.08,0.00

4724,-0.48,7.92,5.16,-26.28,-11.22,-26.69,-0.34,0.08,0.08

4731,-0.47,7.98,5.67,-25.81,-10.52,-27.01,-0.34,0.25,0.13

4739,-0.17,8.10,5.89,-25.69,-11.02,-27.16,-0.30,0.38,0.15

4746,-0.04,7.93,6.50,-25.67,-10.70,-26.72,-0.23,0.44,0.13

4764,-0.15,8.27,9.06,-24.96,-11.37,-27.07,0.07,0.29,0.01

4780,-1.80,8.99,7.11,-24.90,-11.20,-26.89,0.34,-0.04,-0.02

4787,-0.04,8.98,6.88,-25.08,-11.02,-27.19,0.43,-0.16,-0.02

4794,-0.11,8.94,6.60,-25.31,-11.34,-27.16,0.48,-0.17,-0.02

4800,-0.16,8.80,6.27,-25.23,-11.46,-27.30,0.49,-0.12,-0.03

4807,0.01,8.89,6.37,-24.64,-11.69,-27.24,0.46,-0.02,-0.05

4814,0.02,9.02,6.38,-24.52,-11.58,-27.62,0.38,0.09,-0.08

4822,0.03,9.35,6.85,-24.58,-11.98,-28.18,0.33,0.19,-0.11

4829,-0.14,9.54,6.55,-24.50,-11.25,-27.80,0.33,0.30,-0.12

4836,-0.06,9.58,7.08,-24.26,-11.55,-28.44,0.42,0.38,-0.11

4846,-0.30,9.05,7.61,-24.26,-12.01,-27.97,0.53,0.24,-0.08

4853,-0.37,9.06,7.85,-24.09,-12.16,-28.03,0.61,0.21,-0.04

4860,-0.23,8.81,7.77,-23.27,-11.40,-28.35,0.68,0.06,0.02

4868,-0.09,8.79,7.68,-23.30,-11.72,-28.27,0.77,-0.08,0.06

4875,0.01,8.76,7.29,-23.36,-11.66,-28.71,0.82,-0.31,0.11

4893,-0.11,9.11,6.18,-23.74,-11.52,-29.17,0.97,-0.37,0.28

4906,-0.04,8.74,5.76,-23.56,-11.22,-29.09,0.94,-0.42,0.35

4913,-0.04,8.59,5.61,-23.65,-11.14,-29.41,0.89,-0.42,0.37

4923,0.06,8.27,5.38,-23.88,-11.25,-29.76,0.78,-0.25,0.43

4930,0.24,8.15,5.49,-23.53,-10.79,-29.90,0.73,-0.03,0.46

4936,0.31,8.31,5.52,-23.41,-10.96,-29.67,0.69,0.29,0.46

4943,0.29,8.05,5.79,-22.68,-11.11,-30.31,0.69,0.57,0.41

4951,0.24,7.46,6.25,-22.65,-10.61,-30.55,0.74,0.81,0.33

4958,0.31,6.77,6.89,-22.19,-10.29,-30.55,0.77,0.92,0.22

4965,0.22,6.21,7.11,-22.16,-10.49,-31.07,0.81,0.97,0.11

4972,0.03,3.70,7.89,-21.57,-9.97,-31.04,0.85,0.92,-0.07

4979,0.02,5.00,8.22,-21.43,-10.41,-31.48,0.89,0.74,-0.07

4990,0.03,4.57,8.30,-20.72,-10.70,-32.04,0.96,0.33,-0.10

4997,-0.09,4.24,7.93,-21.10,-10.64,-31.77,1.01,0.00,-0.07

5004,-0.24,4.28,7.64,-20.78,-10.20,-31.77,1.09,-0.14,-0.02

5022,-0.14,4.30,6.45,-20.55,-9.73,-32.80,1.13,-0.42,0.17

5035,0.11,4.48,6.09,-20.23,-9.32,-32.83,1.09,-0.37,0.26

5042,0.38,4.34,5.89,-20.40,-8.92,-32.68,1.08,-0.20,0.26

5049,0.51,4.27,5.85,-20.32,-8.86,-32.94,1.05,-0.02,0.22

5056,0.88,4.19,5.74,-20.14,-8.07,-33.03,1.04,0.19,0.13

5062,0.58,4.18,5.91,-19.58,-8.07,-32.59,1.01,0.36,0.03

5072,0.66,3.97,6.04,-19.53,-8.07,-32.51,0.98,0.53,-0.10

5080,0.60,3.68,5.94,-19.35,-7.48,-32.45,0.96,0.55,-0.14

5087,0.48,3.32,5.89,-18.88,-6.90,-33.18,0.97,0.48,-0.17

5094,0.60,2.94,5.83,-18.77,-6.69,-33.18,1.07,0.33,-0.17

5101,1.06,2.34,5.30,-18.62,-6.64,-33.21,1.18,-0.05,-0.10

5108,1.04,0.83,4.19,-18.94,-6.11,-33.73,1.34,-0.44,0.01

5115,1.00,-0.78,2.20,-19.32,-6.14,-33.82,1.49,-0.84,0.21

5122,1.07,-2.06,-1.63,-19.23,-5.67,-33.38,1.73,-1.08,0.45

5133,0.66,-4.46,-3.69,-20.78,-4.30,-33.73,2.07,-1.39,0.85

5152,-1.92,-7.09,-5.70,-22.01,-2.57,-33.38,1.21,-2.52,1.56

5162,-3.78,-6.75,-4.80,-23.15,-1.75,-33.18,0.08,-2.86,1.39

5169,-2.07,-2.05,-2.40,-24.23,-1.40,-32.01,-1.06,-2.94,0.88

5176,-2.18,-0.73,-1.62,-25.61,-1.70,-31.39,-2.81,-2.80,0.29

5183,-1.92,2.97,0.04,-26.05,-1.78,-30.61,-4.01,-2.32,-0.62

5190,-1.50,5.55,2.15,-27.45,-2.81,-22.54,-5.59,-1.43,-1.54

5197,1.73,13.82,-0.27,-28.00,-4.76,-28.50,-6.94,-0.23,-2.50

5205,0.39,18.18,3.22,-28.35,-6.55,-27.54,-6.83,0.98,-2.73

5215,3.07,24.67,9.28,-28.09,-7.78,-27.71,-5.64,4.13,-2.55

5222,3.12,24.72,16.63,-26.78,-8.80,-27.24,-4.04,4.84,-2.12

5229,1.56,25.05,20.39,-26.05,-9.70,-27.48,-2.90,4.29,-1.51

5235,1.03,23.71,21.49,-24.12,-9.94,-27.62,-1.88,3.28,-0.87

5242,-0.48,19.25,24.52,-23.41,-9.65,-27.59,-0.35,1.93,-0.16

5250,0.38,14.78,20.60,-23.56,-9.70,-27.86,0.89,0.49,0.06

5257,0.34,13.01,18.54,-23.53,-9.21,-27.57,1.81,-0.77,0.01

5275,-0.30,8.05,10.21,-24.67,-7.72,-27.30,2.35,-2.82,-0.17

5291,-0.87,7.50,5.54,-26.05,-6.84,-26.78,2.00,-2.57,-0.23

5298,-0.90,7.47,4.37,-27.04,-6.28,-26.48,1.50,-2.27,-0.19

5305,-1.06,7.70,3.17,-27.36,-6.58,-26.66,1.04,-1.89,-0.13

5312,-1.13,7.97,2.48,-27.83,-5.96,-26.31,0.56,-1.31,-0.01

5319,-1.09,8.06,2.61,-28.24,-5.85,-26.45,0.26,-0.73,0.10

5326,-0.91,7.99,3.28,-28.06,-6.37,-26.13,-0.01,-0.14,0.19

5334,-0.62,8.18,4.17,-27.86,-6.34,-25.75,-0.26,0.24,0.23

5340,-0.53,8.19,5.14,-27.62,-6.28,-25.34,-0.40,0.57,0.25

5347,-0.30,8.03,5.99,-27.65,-5.90,-25.87,-0.51,0.72,0.25

5367,0.04,8.17,8.41,-27.54,-6.37,-26.02,-0.62,0.44,0.05

5375,-0.06,8.04,8.61,-26.81,-6.78,-26.51,-0.47,0.30,-0.03

5381,-0.41,7.97,8.96,-27.24,-6.46,-26.48,-0.32,0.12,-0.11

5388,-0.56,8.20,8.84,-27.77,-6.58,-26.95,-0.15,-0.06,-0.15

5395,-0.65,8.00,8.79,-27.10,-6.81,-25.99,0.01,-0.24,-0.15

5413,-0.26,7.86,6.92,-27.36,-7.16,-25.75,0.27,-0.52,-0.17

5426,-0.15,7.77,5.22,-27.54,-7.42,-27.48,0.27,-0.24,-0.18

5433,-0.16,7.72,4.60,-27.13,-7.13,-26.31,0.23,0.14,-0.17

5443,-0.24,7.61,4.61,-27.33,-7.48,-27.19,0.08,0.58,-0.17

5450,-1.67,7.36,6.42,-26.75,-7.89,-27.51,-0.16,0.65,-0.19

5457,-0.85,7.77,6.50,-26.63,-7.83,-27.33,-0.35,0.47,-0.12

5465,-0.83,7.77,6.93,-26.45,-8.10,-27.19,-0.37,0.49,-0.06

5471,-0.48,8.12,7.74,-26.25,-8.48,-27.89,-0.30,0.46,-0.00

5478,-0.42,8.39,7.75,-25.96,-8.18,-28.53,-0.12,0.37,0.05

5485,-0.36,8.37,7.52,-25.72,-8.77,-28.12,0.13,0.35,0.11

5492,-0.17,8.24,8.28,-25.17,-8.80,-27.89,0.25,0.31,0.14

5499,-0.10,8.19,8.74,-25.52,-8.77,-28.50,0.23,0.12,0.13

5511,0.15,8.57,7.93,-25.40,-8.89,-28.71,0.22,0.03,0.07

5517,0.20,8.77,8.13,-25.61,-8.68,-28.50,0.28,0.09,0.01

5524,0.32,8.76,8.21,-25.40,-9.09,-28.00,0.31,0.11,-0.07

5542,0.13,8.92,8.97,-24.50,-8.86,-29.06,0.37,-0.09,-0.37

5555,-0.12,9.12,8.60,-24.67,-9.70,-28.73,0.44,-0.19,-0.50

5562,-0.38,8.99,8.34,-23.79,-9.91,-29.11,0.58,-0.07,-0.51

5569,-0.57,8.81,8.56,-23.44,-9.88,-29.00,0.73,0.08,-0.48

5576,-0.59,8.69,8.74,-23.85,-9.85,-29.79,0.91,0.20,-0.41

5583,-0.45,8.73,8.76,-22.74,-9.76,-30.23,1.08,0.23,-0.34

5594,-0.44,8.57,8.67,-22.39,-9.76,-29.93,1.29,0.13,-0.22

5601,-0.32,8.68,8.41,-22.04,-9.62,-30.05,1.41,0.03,-0.13

5608,-0.24,8.39,7.87,-21.86,-9.15,-30.58,1.47,-0.11,-0.04

5614,-0.07,7.97,7.34,-21.95,-9.38,-31.01,1.51,-0.21,0.04

5621,0.11,7.83,6.87,-21.78,-9.44,-31.04,1.54,-0.22,0.12

5628,0.17,5.52,6.43,-21.60,-8.92,-31.22,1.55,-0.17,0.16

5636,0.39,6.78,6.21,-21.66,-8.33,-31.80,1.60,-0.04,0.22

5643,0.39,6.33,6.00,-21.78,-8.54,-32.33,1.61,0.10,0.27

5650,0.21,5.66,6.00,-21.86,-7.89,-32.33,1.59,0.27,0.29

5671,0.20,5.04,5.61,-20.72,-6.69,-33.12,1.46,0.68,0.44

5681,-0.08,4.48,5.96,-20.17,-6.20,-32.62,1.37,0.93,0.58

5688,0.06,4.11,6.42,-20.34,-5.82,-34.03,1.31,0.94,0.64

5695,0.25,4.22,6.42,-19.99,-5.73,-33.27,1.29,0.94,0.75

5702,0.54,4.69,6.55,-19.53,-5.47,-33.76,1.27,0.91,0.84

5709,0.62,4.03,6.45,-19.12,-4.85,-34.41,1.27,0.86,0.93

5716,0.70,3.88,5.79,-18.71,-4.38,-34.38,1.30,0.82,1.02

5723,0.85,3.29,5.42,-18.59,-4.03,-34.23,1.34,0.77,1.19

5730,0.06,1.94,5.98,-18.09,-3.95,-34.73,1.27,0.60,1.27

5740,0.03,-1.72,5.32,-18.33,-3.45,-34.84,1.20,0.28,1.16

5747,0.89,-0.49,4.99,-18.36,-2.48,-34.99,1.26,-0.00,1.02

5754,0.82,-1.62,4.23,-17.74,-2.13,-34.32,1.38,-0.28,0.93

5762,1.34,-2.84,3.42,-17.45,-1.67,-34.93,1.58,-0.59,0.75

5768,1.85,-3.66,2.25,-17.63,-1.17,-34.87,1.71,-0.99,0.62

5775,2.15,-3.98,0.82,-18.12,-0.67,-34.93,1.86,-1.61,0.53

5793,1.20,-6.69,-3.42,-20.32,1.34,-34.32,2.18,-2.63,0.95

5806,0.39,-7.10,-4.71,-22.04,2.78,-33.82,1.41,-3.23,1.14

5816,-0.70,-6.18,-4.29,-22.65,3.60,-33.21,0.44,-3.32,0.92

5823,-2.15,-5.76,-3.50,-24.41,3.68,-32.74,-0.75,-3.16,0.56

5830,-2.46,-3.96,-2.97,-25.29,3.33,-32.04,-1.92,-2.82,-0.17

5837,-0.33,-0.08,-0.57,-26.89,2.48,-32.18,-3.41,-2.32,-0.77

5845,-2.73,2.63,-0.34,-27.71,2.28,-31.04,-4.89,-1.55,-1.33

5852,-2.21,5.71,0.95,-28.41,0.79,-30.52,-6.13,-0.68,-2.15

5859,-1.05,10.42,1.56,-28.97,-1.43,-30.40,-6.48,0.73,-2.96

5865,1.11,13.95,2.57,-28.27,-2.81,-29.87,-6.63,2.38,-3.50

5872,2.46,16.94,4.09,-28.06,-4.24,-30.11,-6.42,4.34,-3.85

5883,4.50,23.34,9.14,-25.64,-7.34,-30.37,-4.77,7.35,-3.73

5891,5.19,24.21,14.74,-23.68,-8.56,-30.34,-4.13,7.98,-3.07

5898,4.27,23.61,18.02,-21.72,-8.74,-31.10,-3.54,7.54,-2.37

5905,3.52,21.75,19.55,-20.05,-9.53,-31.48,-2.94,6.31,-1.57

5923,-0.01,13.93,21.33,-16.72,-10.38,-31.83,-0.69,0.67,-0.53

